0	51
0	157
0	200
0	255
0	379
1	61
1	155
1	168
1	202
1	244
1	287
2	92
2	119
2	233
2	312
2	444
2	495
3	25
3	220
3	309
3	378
3	402
3	483
4	180
4	278
4	387
4	391
4	405
5	87
5	253
5	275
5	401
5	407
5	428
6	11
6	167
6	211
6	284
6	389
7	174
7	207
7	320
7	437
7	445
7	492
8	142
8	162
8	387
8	397
8	439
9	217
9	219
9	252
9	441
9	475
10	77
10	134
10	254
10	340
10	410
10	472
11	6
11	167
11	208
11	211
11	236
11	392
12	264
12	328
12	333
12	351
13	56
13	232
13	323
13	379
13	422
13	461
14	111
14	153
14	296
14	407
14	428
14	491
15	20
15	60
15	116
15	298
15	336
15	455
15	479
16	23
16	105
16	112
16	122
16	258
16	474
16	484
17	28
17	197
17	316
17	362
17	363
17	420
18	95
18	136
18	216
18	217
18	219
18	434
19	34
19	125
19	138
19	225
19	355
19	391
20	15
20	45
20	249
20	298
20	323
20	422
20	455
21	25
21	88
21	170
21	263
21	314
21	450
21	478
22	31
22	80
22	99
22	198
22	274
22	386
22	396
23	16
23	51
23	76
23	105
23	361
23	466
23	474
24	102
24	165
24	369
24	482
25	3
25	21
25	141
25	170
25	220
25	314
25	402
26	126
26	181
26	233
26	312
26	360
26	443
27	37
27	239
27	248
27	338
27	485
27	498
28	17
28	228
28	316
28	363
28	380
28	426
28	480
29	78
29	184
29	196
29	367
29	441
29	477
30	60
30	61
30	202
30	234
30	241
31	22
31	80
31	125
31	180
31	198
31	459
32	151
32	187
32	223
32	300
32	388
32	390
33	123
33	139
33	149
33	257
33	307
33	462
33	488
34	19
34	138
34	225
34	262
34	393
34	423
34	439
35	96
35	124
35	182
35	359
35	452
36	106
36	197
36	224
36	285
36	331
36	469
37	27
37	239
37	338
37	376
37	399
37	436
38	54
38	164
38	176
38	438
38	451
38	476
39	74
39	154
39	159
39	421
39	453
39	471
40	169
40	238
40	273
40	278
40	372
40	459
41	100
41	150
41	152
41	246
41	291
41	433
41	497
42	315
42	348
42	358
42	395
42	445
42	450
42	492
43	108
43	115
43	166
43	259
43	286
43	385
43	400
44	101
44	263
44	371
44	417
44	456
45	20
45	272
45	323
45	366
45	455
46	53
46	362
46	381
46	420
46	460
46	469
47	109
47	192
47	214
47	337
47	373
48	83
48	103
48	201
48	265
48	344
49	165
49	234
49	271
49	369
49	426
49	480
50	86
50	120
50	348
50	363
50	380
50	468
50	473
51	0
51	23
51	105
51	157
51	200
51	311
51	466
52	87
52	137
52	238
52	273
52	428
53	46
53	71
53	82
53	132
53	186
53	287
53	316
53	420
53	460
54	38
54	101
54	118
54	451
54	476
55	65
55	96
55	124
55	250
55	261
55	345
56	13
56	84
56	178
56	323
56	366
56	461
57	149
57	257
57	322
57	344
57	425
57	457
58	179
58	189
58	317
58	350
58	429
58	442
59	242
59	330
59	347
59	409
60	15
60	30
60	202
60	241
60	336
60	479
61	1
61	30
61	132
61	202
61	234
61	287
61	440
62	116
62	298
62	329
62	382
63	225
63	318
63	355
63	413
63	458
64	69
64	161
64	343
64	381
64	408
64	490
65	55
65	90
65	104
65	184
65	261
65	345
66	130
66	206
66	221
66	283
66	384
66	437
66	481
67	85
67	174
67	191
67	207
67	217
67	418
67	434
67	475
68	147
68	154
68	204
68	226
68	442
68	453
69	64
69	171
69	285
69	310
69	331
69	343
69	490
70	104
70	261
70	264
70	302
70	463
71	53
71	132
71	271
71	316
71	440
71	480
72	94
72	123
72	127
72	139
72	222
72	488
73	85
73	97
73	176
73	252
